id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_0294,https://vnexpress.net/viet-nam-keu-goi-cac-ben-cham-dut-hanh-dong-quan-su-o-trung-dong-4904822.html,Việt Nam kêu gọi các bên chấm dứt hành động quân sự ở Trung Đông,"Việt Nam bày tỏ quan ngại sâu sắc về xung đột leo thang ở Trung Đông, kêu gọi các bên chấm dứt hành động quân sự, sau khi Mỹ tập kích cơ sở hạt nhân Iran.",Quốc tế,2025-06-22T21:59:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/npn-bng-pha-m-thu-ha-ng-175060-9441-3193-1750603489.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=KBeGwxtRaxoGBKNYidfkpg,non-clickbait
article_0296,https://vnexpress.net/anh-ve-tinh-co-so-hat-nhan-fordow-sau-don-tap-kich-cua-my-4904786.html,Ảnh vệ tinh cơ sở hạt nhân Fordow sau đòn tập kích của Mỹ,Ảnh vệ tinh cho thấy thiệt hại trên sườn núi ở cơ sở Fordow của Iran sau khi Mỹ tập kích bằng bom xuyên phá hầm ngầm.,Quốc tế,2025-06-22T19:33:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/afp-20250622-63br4zq-v1-highre-1610-2036-1750602442.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=VfNY3pzuk3EOQfU7kwvRvQ,non-clickbait
article_0297,https://vnexpress.net/lua-chon-kho-khan-voi-iran-sau-don-tap-kich-cua-my-4904746.html,Lựa chọn khó khăn với Iran sau đòn tập kích của Mỹ,"Đối đầu trực diện với Mỹ hay nhượng bộ để đàm phán là những lựa chọn khó khăn với Iran hiện nay, sau khi Washington không kích ba cơ sở hạt nhân của Tehran.",Quốc tế,2025-06-22T19:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/khamenei-4552-1750250051-17505-1479-7509-1750582521.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=U2LlMFlM5R3PV8j-Tz_cgw,non-clickbait
article_0298,https://vnexpress.net/my-trien-khai-chuyen-bay-so-tan-cong-dan-khoi-israel-4904642.html,Mỹ triển khai chuyến bay sơ tán công dân khỏi Israel,Đại sứ Mỹ thông báo quốc gia này bắt đầu tổ chức chuyến bay sơ tán khỏi Israel trong bối cảnh xung đột với Iran leo thang.,Quốc tế,2025-06-22T18:29:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/image-1750549033-1750549042-9746-1750549380.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=9hqU9cWDSTRm1c9rVisLyA,non-clickbait
article_0299,https://vnexpress.net/su-quan-viet-nam-tai-israel-ra-thong-bao-khan-sau-vu-my-khong-kich-iran-4904787.html,Sứ quán Việt Nam tại Israel ra thông báo khẩn sau vụ Mỹ không kích Iran,"Đại sứ quán Việt Nam tại Israel khuyến cáo công dân tuân thủ hướng dẫn của nước sở tại và tiếp tục đăng ký sơ tán nếu có nhu cầu, sau vụ Mỹ không kích Iran.",Quốc tế,2025-06-22T18:06:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/afp-20250616-mei-israel-mg-ibm-6673-4404-1750589459.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=ltoAO7d-lW0MdId9ki_ziw,non-clickbait
article_0300,https://vnexpress.net/iran-treo-co-nguoi-bi-ket-an-lam-gian-diep-cho-israel-4904783.html,Iran treo cổ người bị kết án làm gián điệp cho Israel,"Chính quyền Iran xử tử Majid Mosayebi, người đàn ông bị kết tội là gián điệp của Israel, trong ngày giao tranh thứ 10 với Israel.",Quốc tế,2025-06-22T17:44:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/majid-mosaeibi-1750587587-9068-1750587677.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=VKlNnKXy5tTmq1LC71vhJw,non-clickbait
article_0305,https://vnexpress.net/tuan-hanh-khap-chau-au-keu-goi-israel-ngung-chien-o-gaza-iran-4904700.html,"Tuần hành khắp châu Âu kêu gọi Israel ngưng chiến ở Gaza, Iran","Hàng chục nghìn người tuần hành trên khắp các thành phố lớn ở Anh, Pháp, Đức, Thụy Sĩ..., yêu cầu Israel chấm dứt cuộc chiến ở Gaza và Iran.",Quốc tế,2025-06-22T14:06:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/afp-20250621-639b82h-v1-highre-3586-2129-1750567967.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=Idi3cYt3lWKmcXKi8DE3BA,non-clickbait
article_0309,https://vnexpress.net/phi-cong-ke-khoanh-khac-khi-cau-cho-21-nguoi-boc-chay-4904651.html,Phi công kể khoảnh khắc khí cầu chở 21 người bốc cháy,"BrazilTrước khi khí cầu chở 21 người bốc cháy và rơi xuống đất, phi công phát hiện lửa trong giỏ chở khách và giục mọi người nhảy xuống.",Quốc tế,2025-06-22T08:41:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/afp-20250621-63ae2yk-v1-highre-8337-6387-1750554927.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=TgMv-tWB9yCxXIrhTwnKxQ,non-clickbait
article_0310,https://vnexpress.net/ong-trump-my-da-khong-kich-ba-co-so-hat-nhan-iran-4904640-tong-thuat.html,Mỹ không kích cơ sở hạt nhân Iran,"Mỹ không kích ba cơ sở hạt nhân của Iran, trong đó có ""pháo đài"" Fordow, khiến Tehran đáp trả bằng loạt tên lửa vào lãnh thổ Israel.",Quốc tế,2025-06-22T06:50:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/ap25173086370382-5096-17505595-8948-2298-1750577447.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=-mpdx5jtYGutKMlxUst58w,non-clickbait
article_0311,https://vnexpress.net/cach-mossad-xay-dung-mang-luoi-gian-diep-o-iran-4903430.html,Cách Mossad xây dựng mạng lưới gián điệp ở Iran,"Chiến dịch ""Sư tử Trỗi dậy"" của Israel hé lộ mức độ xâm nhập đáng kinh ngạc của cơ quan tình báo Mossad vào sâu trong lòng Iran.",Quốc tế,2025-06-22T05:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/28d30d33deefdf5de82d45d06eea39-5255-7254-1750498565.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=cRzYDttH8SKUM6bXPMaNqg,non-clickbait
article_0312,https://vnexpress.net/houthi-doa-noi-lai-tap-kich-chien-ham-tau-hang-my-4904617.html,"Houthi dọa nối lại tập kích chiến hạm, tàu hàng Mỹ",Lực lượng Houthi cảnh báo sẽ nối lại các đợt tấn công tàu Mỹ ở Biển Đỏ nếu Washington hỗ trợ Tel Aviv trong xung đột với Tehran.,Quốc tế,2025-06-22T00:07:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/afp-20230921-33vx4wd-v2-highre-6475-3202-1750525456.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=VaJQgMN9D-xDEyihGl_QaA,non-clickbait
article_0313,https://vnexpress.net/nguy-co-tham-hoa-nhan-dao-tu-xung-dot-israel-iran-4903437.html,Nguy cơ thảm họa nhân đạo từ xung đột Israel - Iran,"Xung đột Israel - Iran leo thang khiến thảm họa nhân đạo có nguy cơ lan rộng ở Trung Đông, khu vực vốn đã hứng chịu nhiều bất ổn.",Quốc tế,2025-06-22T00:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/18/Iran2-1750246727-1950-1750246753.png?w=1200&h=0&q=100&dpr=1&fit=crop&s=EZSz_kVVx70SVIwD8b6--w,non-clickbait
article_0314,https://vnexpress.net/khi-cau-cho-21-nguoi-boc-chay-lao-xuong-dat-o-brazil-4904611.html,"Khí cầu chở 21 người bốc cháy, lao xuống đất ở Brazil","Khí cầu chở 21 người gặp sự cố, bốc cháy rồi lao xuống đất ở bang Santa Catarina của Brazil, khiến ít nhất 8 người chết.",Quốc tế,2025-06-21T22:39:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/1brazil-1750518914-1750518936-8831-1750519289.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=FtmkF26j67xrrsj40AU-QA,non-clickbait
article_0315,https://vnexpress.net/ukraine-tuyen-bo-chan-toan-bo-ten-lua-kinzhal-iskander-k-cua-nga-4904597.html,"Ukraine tuyên bố chặn toàn bộ tên lửa Kinzhal, Iskander-K của Nga","Ukraine thông báo chặn được 260 vũ khí được Nga triển khai, trong đó có toàn bộ tên lửa siêu vượt âm Kinzhal, hành trình Kalibr và Iskander-K.",Quốc tế,2025-06-21T22:09:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/gt8plpzxcaaj3f4-1750514586-175-8175-1882-1750514671.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=YCweRMlS3UPPh-XFDVB7jw,non-clickbait
article_0316,https://vnexpress.net/ong-vance-muon-duy-tri-ve-binh-quoc-gia-o-los-angeles-4904529.html,Ông Vance muốn duy trì Vệ binh Quốc gia ở Los Angeles,"Phó tổng thống Vance nói Vệ binh Quốc gia Mỹ cần duy trì hiện diện ở Los Angeles, nhằm đề phòng biểu tình tái diễn ở thành phố này.",Quốc tế,2025-06-21T21:02:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/ap25168757877407-1750497951-5777-1750498520.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=zbPzA83bhv9oi-LMJ1yO6g,non-clickbait
article_0317,https://vnexpress.net/thu-tuong-pham-minh-chinh-sap-cong-tac-tai-trung-quoc-4904587.html,Thủ tướng Phạm Minh Chính sắp công tác tại Trung Quốc,Thủ tướng Phạm Minh Chính sẽ dự Hội nghị thường niên các nhà tiên phong lần thứ 16 của WEF và làm việc tại Trung Quốc vào tuần sau.,Quốc tế,2025-06-21T19:42:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/huy-6816-5103-1719486266-17505-3635-6486-1750509661.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=ocjYtwSFV6R7TXhhz7UlYg,non-clickbait
article_0318,https://vnexpress.net/nguy-co-neu-israel-tan-cong-phao-dai-hat-nhan-iran-4903956.html,Nguy cơ nếu Israel tấn công 'pháo đài hạt nhân' Iran,"Cuộc tấn công vào ""pháo đài hạt nhân"" Fordow Iran có thể không gây thảm họa như Chernobyl, nhưng vẫn tiềm ẩn nhiều rủi ro với môi trường và sức khỏe con người.",Quốc tế,2025-06-21T19:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/fordow-1750416313-3552-1750416-9168-5074-1750513146.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=oTlvXAfzqRXrE9w1mlIIww,non-clickbait
article_0319,https://vnexpress.net/phong-khong-israel-lan-dau-de-lot-uav-tu-sat-iran-4904558.html,Phòng không Israel lần đầu để lọt UAV tự sát Iran,"Quân đội Israel thừa nhận các đơn vị phòng thủ đã để lọt hai UAV tự sát của Iran, dẫn đến thiệt hại ở thành phố Beit She'an.",Quốc tế,2025-06-21T18:44:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/gt89ub6woaau8xo-1750504302-175-3607-7781-1750504887.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=Ep9cwylvnSncwAgvZRUJ5A,non-clickbait
article_0320,https://vnexpress.net/quan-chuc-thai-lan-noi-thu-tuong-paetongtarn-se-khong-tu-chuc-4904564.html,Quan chức Thái Lan nói Thủ tướng Paetongtarn sẽ không từ chức,Tổng thư ký đảng Pheu Thai cho biết Thủ tướng Paetongtarn sẽ không từ chức hay giải tán quốc hội sau vụ rò rỉ điện đàm với ông Hun Sen.,Quốc tế,2025-06-21T17:51:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/afp-20250619-62xq22f-v1-highre-8432-7691-1750501721.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=rsFgstVeI5Jv4q9sR4mHeg,non-clickbait
article_0321,https://vnexpress.net/quan-chuc-iran-phu-nhan-kho-ten-lua-dang-can-dan-4904518.html,Quan chức Iran phủ nhận 'kho tên lửa đang cạn dần',"Quan chức Iran bác tin nước này giảm số tên lửa khai hỏa vào Israel vì kho vũ khí sắp cạn, nhấn mạnh Tehran đang tập trung cho chất lượng.",Quốc tế,2025-06-21T15:59:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/afp-20230822-33rz3wm-v1-previe-5951-5738-1750494229.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=uiMNUtrV4-_t1waOs7l6nA,non-clickbait
article_0322,https://vnexpress.net/nga-san-sang-trao-tra-them-3-000-thi-the-binh-si-cho-ukraine-4904507.html,Nga sẵn sàng trao trả thêm 3.000 thi thể binh sĩ cho Ukraine,Trưởng đoàn đàm phán Nga nói Moskva sẵn sàng trao trả thêm 3.000 thi thể binh sĩ cho Kiev để thân nhân chôn cất.,Quốc tế,2025-06-21T14:51:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/afp-20250615-62f636a-v1-highre-7402-7596-1750492301.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=SdDb8OLSqcoDvYslteQOXg,non-clickbait
article_0323,https://vnexpress.net/thu-tuong-israel-con-toi-phai-hoan-cuoi-hai-lan-vi-cac-vu-tan-cong-4904456.html,Thủ tướng Israel: Con tôi phải hoãn cưới hai lần vì các vụ tấn công,"Ông Netanyahu nói đến ""tổn thất"" của mỗi người dân Israel trong xung đột với Iran, chia sẻ cái giá mà gia đình ông phải trả là phải hoãn đám cưới con trai.",Quốc tế,2025-06-21T12:43:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/ap25171552190846-1750483869-17-3462-1953-1750484537.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=e1e9Q5qUmQM9sktQQrJf0g,non-clickbait
article_0324,https://vnexpress.net/israel-cao-buoc-iran-hack-camera-de-thu-thap-thong-tin-tinh-bao-4904482.html,Israel cáo buộc Iran hack camera để thu thập thông tin tình báo,Chuyên gia và cơ quan an ninh mạng Israel cho biết Iran đang hack camera tại nước này để thu thập thông tin liên quan các đợt tập kích tên lửa.,Quốc tế,2025-06-21T11:57:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/5563187178137268864a-israel-17-8857-8663-1750479996.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=H6TOlZVvYL72OFnwCiX54w,non-clickbait
article_0325,https://vnexpress.net/israel-bac-tin-don-sap-can-ten-lua-danh-chan-4904480.html,Israel bác tin đồn sắp cạn tên lửa đánh chặn,"Giới chức quân đội Israel khẳng định ""sẵn sàng ứng phó"" mọi đòn tên lửa từ Iran, phủ nhận nguy cơ cạn đạn phòng không trong vài tuần tới.",Quốc tế,2025-06-21T11:48:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/arrow-3-1750479822-1750479848-1408-1750479945.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=yJC1I0du4InID2WCO3HdUQ,non-clickbait
article_0326,https://tuoitre.vn/hoc-gia-trung-quoc-tin-vao-muc-do-tin-cay-chien-luoc-giua-viet-nam-trung-quoc-20250623114501499.htm,Học giả Trung Quốc tin vào mức độ tin cậy chiến lược giữa Việt Nam - Trung Quốc,"Chuyên gia Trung Quốc đánh giá cao sự hiện diện của Việt Nam tại hội nghị Diễn đàn Kinh tế thế giới 2025, coi đây là minh chứng cho sự tin cậy chiến lược song phương.",Quốc tế,2025-06-23T11:54:59+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/23/533164ff-af84-47d3-92d7-82e264a3509c-1750652592703936016477-58-0-319-498-crop-17506534083951503630840.jpg,non-clickbait
article_0327,https://tuoitre.vn/khong-phan-trung-dong-trang-tron-cac-hang-bay-them-noi-lo-gia-dau-tang-20250623112421742.htm,"Không phận Trung Đông 'trắng trơn', các hãng bay thêm nỗi lo giá dầu tăng","Theo Hãng tin Reuters ngày 23-6, các hãng hàng không thương mại trên toàn thế giới đang cân nhắc thời gian tạm dừng các chuyến bay đến khu vực Trung Đông, sau khi Mỹ tiến hành ném bom Iran.",Kinh doanh & Kinh tế,2025-06-23T11:51:49+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/23/2025-06-23t005201z1889056399rc2s3faat8rsrtrmadp3iran-nuclear-airlines-1750652378505529042574-317-0-1657-2560-crop-1750653301693796594318.jpg,non-clickbait
article_0328,https://tuoitre.vn/nguy-co-my-sa-lay-o-trung-dong-20250623001902581.htm,Nguy cơ Mỹ sa lầy ở Trung Đông,Việc Mỹ ném bom các cơ sở hạt nhân ở Iran là dấu hiệu bắt đầu hồi kết của cuộc xung đột Israel - Iran hay là khởi đầu của một giai đoạn thậm chí còn thảm khốc hơn nữa?,Quốc tế,2025-06-23T08:33:00+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/22/luc-luong-cuu-ho-giup-do-nguoi-phu-nu-o-tel-aviv-read-only-17506124564871590688304-50-0-443-750-crop-17506126073761615704509.jpg,non-clickbait
article_0329,https://tuoitre.vn/xung-dot-israel-iran-trua-23-6-lanh-tu-iran-lan-dau-len-tieng-sau-dot-khong-kich-cua-my-20250623101013997.htm,Xung đột Israel - Iran trưa 23-6: Lãnh tụ Iran lần đầu lên tiếng sau đợt không kích của Mỹ,Điện Kremlin xác nhận Tổng thống Vladimir Putin gặp Ngoại trưởng Iran ngày 23-6; Mỹ nâng cao cảnh giác trước leo thang căng thẳng; Các nước đẩy nhanh sơ tán công dân khỏi Israel và Iran...,Quốc tế,2025-06-23T10:57:58+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/23/iran-bieu-tinh-voi-ali-17506561464951745481203-153-0-1493-2560-crop-17506561694021271367166.jpg,non-clickbait
article_0331,https://tuoitre.vn/4-kich-ban-khi-lien-minh-cam-quyen-o-thai-lan-lung-lay-20250623073341058.htm,4 kịch bản khi liên minh cầm quyền ở Thái Lan lung lay,"Ngày 22-6, Thủ tướng Thái Lan Paetongtarn Shinawatra kêu gọi một cuộc họp khẩn cấp với lãnh đạo các đảng trong liên minh cầm quyền, sau khi Đảng Bhumjai rút khỏi vì phản đối cách chính phủ xử lý cuộc khủng hoảng biên giới với Campuchia.",Quốc tế,2025-06-23T08:18:14+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/23/thu-tuong-thai-lan-paetongtarn-shinawatra-tro-chuyen-o-quan-khu-2-read-only-17506386304544264749-116-78-1093-1944-crop-1750638746931759113985.jpg,non-clickbait
article_0332,https://tuoitre.vn/ngoai-truong-iran-toi-nga-tham-van-lien-hop-quoc-hop-khan-20250623063014783.htm,"Ngoại trưởng Iran tới Nga 'tham vấn', Liên hợp quốc họp khẩn","Ngoại trưởng Iran Abbas Araghchi đến Matxcơva sau khi Mỹ tấn công các cơ sở hạt nhân Iran. Trong khi đó Nga, Trung Quốc, Pakistan trình Liên hợp quốc dự thảo nghị quyết lên án vụ Mỹ không kích Iran.",Quốc tế,2025-06-23T06:55:58+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/22/afp2025062263bd6pkv1highresturkeyiranusdiplomacyconflict-175063477372785612326-207-0-1547-2560-crop-1750634878314559181175.jpg,non-clickbait
article_0333,https://tuoitre.vn/tin-tuc-the-gioi-23-6-kiev-lai-bi-tan-cong-quy-mo-lon-tesla-ra-mat-robotaxi-20250623045020634.htm,Tin tức thế giới 23-6: Kiev lại bị tấn công quy mô lớn; Tesla ra mắt robotaxi,Hội đồng Bảo an Liên hợp quốc họp khẩn về Iran; Các nước NATO nhất trí dành 5% GDP cho quốc phòng; Nhiều vụ tấn công bằng kim tiêm tại Pháp; Kiev bị drone tấn công... là một số tin tức thế giới đáng chú ý sáng 23-6.,Quốc tế,2025-06-23T06:05:48+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/22/2025-06-22t212200z1614384164rc2x7fa1fdh9rtrmadp3iran-nuclear-un-1750628953794868711987-0-0-1341-2560-crop-17506329456241525425717.jpg,non-clickbait
article_0334,https://tuoitre.vn/sau-man-nem-bom-cua-my-iran-kiem-che-hay-tra-dua-20250622102715123.htm,"Sau màn ném bom của Mỹ, Iran kiềm chế hay trả đũa?",Cách Iran đáp trả vụ tấn công của Mỹ vào 3 cơ sở hạt nhân chính sẽ quyết định liệu hai nước có bước vào một cuộc chiến toàn diện hay không. Giới quan sát tin rằng phản ứng quân sự của Tehran sẽ ở mức giới hạn.,Quốc tế,2025-06-22T10:54:26+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/22/ten-lua-iran-17505627382609304206-274-112-1547-2544-crop-17505631475531630917701.jpg,non-clickbait
article_0335,https://tuoitre.vn/xung-dot-israel-iran-cong-dan-viet-nam-tai-iran-duoc-dua-sang-azerbaijan-16-nguoi-da-ve-nuoc-20250618171926802.htm,"Xung đột Israel - Iran: Công dân Việt Nam tại Iran được đưa sang Azerbaijan, 16 người đã về nước",Các Đại sứ quán Việt Nam tại Iran và tại Nga đã phối hợp tổ chức đưa 18 công dân rời Iran sang Azerbaijan an toàn. Đến nay đã có 16 người về nước.,Quốc tế,2025-06-18T17:31:00+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/18/2025-06-18t074324z1439394906rc2t4fat9pcnrtrmadp3iran-nuclear-israel-returnees-1750241564483560678225-297-0-1637-2560-crop-175024195310331317103.jpg,non-clickbait
article_0336,https://tuoitre.vn/buoc-chan-tro-ve-keu-goi-kieu-bao-gay-quy-trong-rung-gop-suc-phat-trien-dat-nuoc-20250618082941733.htm,"'Bước chân trở về’ kêu gọi kiều bào gây quỹ trồng rừng, góp sức phát triển đất nước","Nhà sử học Lê Văn Lan khẳng định chương trình ‘Bước chân trở về’ kêu gọi Việt kiều đóng góp cho các hoạt động trồng rừng, giáo dục văn hóa truyền thống sẽ mang lại sức mạnh to lớn để phát triển đất nước hôm nay.",Văn hóa & Nghệ thuật,2025-06-18T09:03:28+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/18/z6716430992188dd3d8afc0e2a1b200cf4f2c4abd5cf5a-1750212817732192571290-61-0-1133-2048-crop-1750212864842266801094.jpg,non-clickbait
article_0337,https://tuoitre.vn/nguoi-viet-o-my-mong-on-dinh-kinh-doanh-20250616075151804.htm,Người Việt ở Mỹ mong ổn định kinh doanh,Người Việt tại Los Angeles (bang California) cho biết sự kiện biểu tình 'Ngày không vua' ở đây rất đông khiến đường sá bị đóng hết. Bác sĩ cũng không thể đi làm vì đoàn người biểu tình chặn đường đến bệnh viện...,Quốc tế,2025-06-16T12:52:00+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/16/bieu-tinh-my-1750034951394544158819-173-0-1165-1894-crop-1750035017299934568849.jpg,non-clickbait
article_0339,https://tuoitre.vn/su-that-ve-video-vu-no-co-so-hat-nhan-fordow-khi-my-tan-cong-20250623102843062.htm,Sự thật về video 'vụ nổ cơ sở hạt nhân Fordow' khi Mỹ tấn công,"Một đoạn video đang lan truyền trên mạng xã hội được cho là ghi lại vụ nổ tại cơ sở hạt nhân Fordow của Iran sau khi Mỹ không kích. Tuy nhiên qua xác minh, đoạn video này là giả, là video cũ ở Nga.",Other,2025-06-23T10:40:05+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/23/screenshot-2025-06-23-003726-17506488997821592558513-92-0-322-439-crop-1750648916877837841319.png,non-clickbait
article_0340,https://tuoitre.vn/video-mot-hanh-khach-thoat-chet-vi-tre-chuyen-bay-cua-air-india-la-tin-gia-20250622140701588.htm,Video một hành khách thoát chết vì trễ chuyến bay của Air India là tin giả,"Đoạn video lan truyền sau thảm kịch tai nạn máy bay gần đây ở Ấn Độ cho thấy một phụ nữ tự nhận mình đã thoát chết vì trễ chuyến bay Air India 171, nhưng xác minh cho thấy đây là thông tin giả.",Other,2025-06-22T20:23:10+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/22/z6730509492433991ad30ae5c05dc6c0e2bd513b420461-17505754051301985136880-29-0-814-1500-crop-1750575438792114824604.jpg,non-clickbait
article_0341,https://tuoitre.vn/tinh-bao-cong-nghe-va-chien-tranh-thoi-hien-dai-2025061522254281.htm,"Tình báo, công nghệ và chiến tranh thời hiện đại","Sự kết hợp giữa hoạt động tình báo và công nghệ cao đang định hình lại cục diện chiến trường toàn cầu, làm mờ ranh giới giữa chiến tranh truyền thống và các hình thức xung đột mới.",Quốc tế,2025-06-16T05:25:00+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/15/anh-cho-bai-20-ngay-156-read-only-1750000344589411042255-0-0-1113-2126-crop-1750000886512694114410.jpg,non-clickbait
article_0342,https://tuoitre.vn/toan-canh-chien-su-iran-israel-nhung-ngay-qua-20250615231919241.htm,Toàn cảnh chiến sự Iran - Israel những ngày qua,"Trong lúc xung đột chưa có dấu hiệu hạ nhiệt, Iran đã mở cửa các nhà thờ Hồi giáo, nhà ga metro và trường học làm nơi trú ẩn cho người dân trước các đợt tấn công của Israel.",Quốc tế,2025-06-16T00:59:09+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/15/iran-israel-1750005263446381575109-0-0-671-1280-crop-17500054013991381335247.jpg,non-clickbait
article_0343,https://tuoitre.vn/nhin-lai-lich-su-xung-dot-israel-iran-cuoc-khong-kich-ngay-13-6-se-la-buoc-ngoat-20250613102640687.htm,Nhìn lại lịch sử xung đột Israel - Iran: Cuộc không kích ngày 13-6 sẽ là bước ngoặt?,"Cuộc xung đột âm ỉ kéo dài nhiều năm giữa Israel và Iran đã chính thức bùng nổ thành một chuỗi hành động quân sự công khai, với nguy cơ lan rộng toàn khu vực.",Quốc tế,2025-06-13T11:20:21+07:00,Tuổi Trẻ,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/13/3zlstapaxfi6tn3gr22f4ixdgm-17497842439682126676473-137-0-1142-1920-crop-17497850903881632548443.jpg,non-clickbait
article_0344,https://thanhnien.vn/het-thoi-hoc-meo-hoc-tu-khi-thi-bang-lai-xe-185250622201403346.htm,"Hết thời học mẹo, học tủ khi thi bằng lái xe","Bộ đề lý thuyết thi sát hạch bằng lái xe do Cục CSGT biên soạn chính thức được áp dụng từ ngày 1.6. Với một số đổi mới trong bộ đề, không thể học mẹo, học vẹt, liệu thi bằng lái xe sẽ khó hơn?",Tin tức tổng hợp,2025-06-23T04:08:00+07:00,Thanh Niên,https://images2.thanhnien.vn/zoom/1200_630/528068263637045248/2025/6/22/1a-online-1750597696098329301548-43-0-683-1024-crop-1750597704606417932355.jpg,non-clickbait
